Sample,Safety perception (y),Gender,Maritial status,Age,Educational level,Monthly house hold income,Vehicle ownership,Purpose of using the crossing,How much time do you typically wait at the zebra crossing,Are you aware of zebra crossing signs,Did you ever crossed road without using a zebra crossing,Should pedestrians attend road safety educational programmes,Have you done any road safety educational programme?,Safety at the crossing Prefrence,Pedestrian carelessness.,Driver inattentiveness,Pedestrian unawareness,Aggressive driver behaviour,Faded road signs.,Peak hour increases pedestrian accidents.,Fast moving vehicle increases pedestrian accidents.,Driver should always allow pedestrians to enter the intersection.,Strict application of law on vehicles makes you safe at zebra crossing.,Rumble strips and cat eyes before zebra crossing,Presence of a mid block,three dimesional,Refuge Island at a median,Curb Extension with raised zebra crossing,Non  skid footpath tiles,Sign board at 20 to 100 meters
646,1,0,1,1,1,1,1,4,1,2,2,2,1,1,5,4,5,3,4,4,3,2,1,2,1,2,3,3,4,5
647,1,0,1,1,3,1,1,4,1,3,2,2,1,1,4,3,4,3,4,3,4,3,2,3,2,1,1,2,2,4
648,1,0,1,1,1,1,1,4,1,2,2,2,1,1,4,3,4,2,3,3,2,4,5,4,3,2,3,2,4,3
649,2,0,1,1,2,1,1,4,1,3,2,2,1,1,5,4,3,4,3,4,3,2,3,3,2,3,4,4,4,5
650,1,0,1,1,3,2,1,5,1,2,2,2,1,1,4,5,3,1,3,4,2,2,3,3,2,3,2,4,5,5
651,1,0,1,2,2,2,1,4,2,4,2,2,1,1,3,2,1,2,2,5,2,5,4,4,5,4,5,4,5,4
652,3,1,1,2,1,1,0,4,4,5,3,2,1,1,2,1,2,5,2,2,1,4,5,4,5,4,5,4,4,5
653,3,0,1,2,1,2,1,4,2,3,3,4,1,1,3,2,1,3,2,3,3,4,5,3,4,3,5,3,4,5
654,3,1,1,3,2,1,1,4,5,4,2,2,1,1,2,1,2,5,2,2,1,4,5,4,5,4,5,4,5,4
655,3,0,1,2,2,2,1,4,2,4,2,2,1,1,3,2,1,3,2,3,2,5,4,4,5,4,5,4,5,4
656,3,0,1,2,2,2,1,4,4,3,3,2,1,1,3,2,1,2,1,3,2,5,4,3,4,5,4,5,4,5
657,1,0,1,2,1,1,1,4,2,4,2,2,1,2,2,1,2,5,2,2,1,4,5,4,5,4,5,4,5,4
658,3,0,1,2,2,3,1,4,2,3,2,2,1,1,3,2,2,3,3,2,3,4,3,3,3,4,3,4,4,3
659,3,0,1,4,2,1,1,4,2,4,3,3,1,1,2,1,2,1,2,2,1,5,4,4,5,4,5,4,5,4
660,3,1,1,2,1,1,0,2,3,5,3,2,1,2,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
661,3,0,1,2,2,2,1,4,3,4,2,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
662,3,1,1,2,2,2,1,4,2,3,3,2,1,4,2,1,2,5,2,2,1,4,5,4,5,4,5,4,5,4
663,3,1,1,2,2,2,2,4,2,3,3,2,1,4,2,1,2,1,2,2,1,3,4,3,3,3,4,5,4,3
664,3,0,1,2,2,2,1,4,2,4,2,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
665,3,0,1,2,4,2,1,4,2,3,3,2,1,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4
666,1,0,1,2,3,2,1,3,4,4,1,2,0,2,3,2,3,3,3,2,3,4,5,5,5,5,4,3,4,5
667,1,0,1,2,1,1,1,4,1,4,2,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,3,4,5
668,1,0,1,2,2,2,1,5,1,3,2,2,1,4,2,1,2,1,2,2,1,4,5,4,5,4,3,3,3,4
669,3,0,1,2,2,2,2,4,3,4,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
670,3,0,1,2,2,1,2,4,2,4,2,2,1,1,3,2,1,3,2,2,1,4,5,4,5,4,5,4,5,4
671,2,0,1,2,2,2,1,4,2,3,3,2,1,2,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
672,1,0,1,4,1,1,1,4,2,3,2,2,1,1,3,2,1,3,2,3,2,5,4,4,5,4,5,4,5,4
673,1,0,1,2,2,2,1,4,2,4,2,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
674,2,0,1,2,2,2,1,4,2,3,3,2,1,4,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
675,3,0,1,2,2,3,1,4,2,3,3,2,1,1,3,2,3,2,3,3,2,5,4,3,4,5,4,5,4,5
676,2,0,1,2,2,1,1,4,2,3,2,2,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
677,2,0,0,2,1,2,1,4,2,4,2,2,1,3,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
678,3,0,0,2,4,2,0,4,5,5,3,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,4,5
679,3,1,1,3,2,2,1,4,2,3,3,2,1,4,3,2,1,3,2,3,2,5,3,4,5,4,5,4,5,4
680,2,0,1,2,2,3,1,4,3,2,2,2,1,1,2,1,2,1,2,2,1,4,4,4,5,4,5,4,5,4
681,2,0,1,2,3,2,0,3,3,4,3,2,1,2,2,1,2,1,2,2,1,4,5,4,3,3,4,4,3,5
682,3,0,1,2,2,2,1,4,2,3,3,2,1,4,2,1,2,1,2,2,3,3,4,4,5,4,5,4,5,4
683,3,0,1,2,2,2,1,4,2,5,3,2,1,1,3,2,1,3,2,2,1,4,5,4,5,4,5,4,5,4
684,3,0,1,2,2,1,2,4,2,3,3,2,1,1,3,2,1,1,3,2,1,4,5,4,5,3,4,5,3,4
685,2,1,1,3,1,1,0,1,5,4,3,2,1,1,3,2,1,2,1,2,3,3,5,4,3,4,5,4,3,4
686,3,0,1,2,2,2,1,4,2,4,4,2,1,3,3,3,3,2,1,3,2,5,4,3,4,5,3,4,5,4
687,3,1,1,2,2,2,1,4,2,3,3,2,1,4,3,2,1,3,2,2,1,4,5,4,5,4,5,4,5,4
688,3,0,1,2,4,2,2,4,3,3,3,2,1,4,2,1,2,1,2,1,2,5,4,5,4,5,4,4,5,4
689,3,0,1,2,2,1,0,4,4,3,3,2,1,3,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
690,3,0,1,2,2,2,1,4,2,4,4,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
691,3,0,1,2,2,2,1,4,5,2,2,2,1,1,3,2,1,2,1,3,2,5,3,3,4,5,3,4,5,4
692,3,0,1,2,2,2,1,4,4,3,2,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
693,3,0,1,2,2,2,1,4,2,2,1,2,1,1,3,2,1,3,2,3,2,5,4,3,4,5,3,4,5,4
694,3,0,1,2,2,2,1,4,2,5,3,2,1,4,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
695,3,0,1,2,1,1,1,4,4,5,2,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
696,3,0,1,2,2,1,1,4,2,3,3,2,1,1,3,2,1,3,2,3,2,5,3,3,4,5,3,4,5,4
697,3,1,1,2,1,2,1,4,5,3,1,2,1,1,3,2,1,3,2,3,2,5,4,3,4,5,4,3,4,5
698,3,1,0,1,4,1,1,3,4,3,3,2,1,1,3,3,3,2,1,3,3,4,5,3,3,4,5,4,4,3
699,3,0,1,2,2,2,1,4,2,3,3,2,1,1,3,2,1,3,2,3,2,5,3,4,5,4,5,3,4,5
700,3,0,1,2,1,2,1,4,4,3,1,2,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
701,3,1,1,2,3,2,0,4,5,5,3,2,1,1,1,3,1,2,3,2,1,3,5,4,5,4,5,4,5,4
702,3,1,1,2,1,1,1,3,3,4,2,3,1,1,2,1,1,2,1,1,1,4,3,5,5,3,3,5,4,3
703,3,1,0,1,3,2,0,4,4,5,5,3,1,1,1,1,1,2,2,1,1,4,4,5,5,4,3,5,4,3
704,3,1,1,3,2,1,1,4,4,4,3,2,1,1,2,1,1,5,3,1,1,4,3,5,4,5,3,5,5,4
705,3,1,0,1,2,2,0,4,2,4,3,3,1,1,3,3,1,2,1,2,1,3,5,4,5,5,4,5,4,4
706,2,0,1,2,2,2,0,4,3,4,2,5,1,4,2,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
707,3,1,0,1,3,1,0,4,4,5,3,4,1,1,2,1,1,2,3,1,1,3,5,5,4,3,5,4,5,5
708,3,0,0,2,4,3,1,4,3,3,3,4,1,1,2,2,2,3,2,2,3,4,3,4,3,4,5,4,5,4
709,3,0,1,3,3,3,1,4,3,4,3,5,1,4,2,1,2,1,2,1,2,4,5,4,5,4,5,4,5,4
710,2,0,1,3,3,2,0,4,3,4,2,5,1,1,2,3,2,1,2,2,3,4,3,4,3,4,4,5,4,4
711,3,0,1,2,2,1,1,4,2,3,3,4,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
712,2,1,1,2,3,2,1,4,3,3,3,2,1,1,2,1,2,5,2,2,1,4,5,4,5,4,5,4,5,4
713,3,0,1,2,2,2,1,4,4,4,4,3,1,1,3,2,1,2,1,2,1,4,5,5,5,4,5,5,4,5
714,3,1,1,2,3,2,0,4,4,5,3,3,1,1,3,2,1,1,1,2,2,3,5,4,5,5,5,5,4,5
715,2,1,1,3,3,2,2,4,4,4,3,3,1,3,1,2,1,1,2,2,1,5,4,5,3,5,5,4,5,5
716,3,0,1,2,3,2,1,3,3,4,2,5,0,1,2,2,1,2,2,2,1,4,4,4,4,5,4,5,4,4
717,3,1,1,2,1,1,0,4,4,5,5,4,1,3,1,2,1,3,1,2,1,5,5,4,3,3,5,5,5,5
718,3,1,1,2,3,2,1,4,4,5,3,3,1,1,3,2,1,1,1,1,1,4,5,5,5,4,3,5,5,5
719,3,0,1,2,3,2,2,4,3,5,2,3,1,1,1,3,1,1,2,2,1,3,5,4,5,5,4,5,5,5
720,2,1,1,2,3,2,1,4,2,3,3,2,1,1,1,1,2,3,1,5,1,5,4,5,4,5,5,4,3,5
721,2,1,1,2,3,2,0,3,2,4,2,3,1,1,1,2,3,1,1,1,2,5,5,5,3,5,5,4,5,5
722,2,1,1,2,3,3,0,3,3,4,5,3,1,1,2,1,2,1,2,1,2,3,5,5,5,4,5,5,4,5
723,1,1,1,3,3,3,0,4,2,4,3,2,1,1,3,1,1,2,1,2,2,3,5,5,5,4,5,5,4,5
724,2,0,1,2,3,2,0,3,5,4,3,3,1,1,3,1,2,1,1,3,1,5,5,4,5,4,5,5,4,4
725,4,1,1,4,1,1,0,3,4,5,4,3,1,1,2,1,1,1,1,1,2,5,3,5,5,4,5,5,5,5
726,3,1,1,3,3,2,0,3,2,4,5,4,1,1,2,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5
727,2,1,1,2,2,2,0,3,3,5,5,3,1,1,3,2,1,3,1,1,1,4,5,5,4,3,5,5,5,5
728,3,0,1,2,2,2,0,3,3,5,3,3,1,1,3,1,1,2,1,2,3,5,5,5,5,4,5,5,4,5
729,3,1,1,3,2,2,2,4,4,5,3,3,1,1,2,1,1,1,2,2,1,5,4,3,4,5,5,4,3,5
730,2,0,1,3,2,2,2,4,2,5,3,2,1,1,4,1,1,1,1,1,1,4,5,5,4,4,5,5,5,4
731,3,1,1,2,2,2,0,3,4,4,4,4,1,1,1,2,1,1,1,1,1,5,4,5,5,4,5,3,5,3
732,3,1,1,3,2,2,2,4,3,4,2,4,1,1,5,1,1,2,1,5,2,4,5,5,4,5,5,4,5,5
733,3,0,1,2,2,2,0,4,3,4,4,4,1,1,1,5,1,1,1,1,1,5,5,5,5,5,4,5,5,5
734,4,0,1,2,3,2,0,3,2,2,3,4,1,1,1,5,2,1,2,3,1,5,4,5,5,3,5,5,4,3
735,3,1,1,2,3,3,2,4,3,4,5,3,1,1,1,5,1,1,2,1,2,5,4,5,3,4,5,5,5,4
736,2,0,1,3,2,2,1,4,4,3,3,2,1,1,5,1,1,2,1,3,1,4,5,5,5,5,4,3,5,5
737,3,1,1,2,3,2,0,4,3,3,2,3,1,1,5,2,1,1,1,1,1,5,4,5,5,3,3,5,4,5
738,3,1,1,3,2,2,0,4,3,4,3,4,1,1,1,5,2,1,2,1,4,4,5,5,5,4,5,3,4,5
739,2,0,1,2,1,2,1,4,3,5,3,3,1,1,5,2,3,3,2,3,2,2,5,1,5,3,4,5,3,5
740,2,1,1,3,2,2,2,4,3,4,4,2,1,1,5,1,2,3,2,2,1,5,5,4,5,5,3,5,4,5
741,2,1,1,3,3,2,1,3,2,5,3,3,1,1,1,3,1,1,2,3,1,4,5,5,5,5,3,5,5,4
742,3,0,1,2,2,2,0,3,2,3,3,2,1,1,1,5,1,1,1,1,4,5,5,3,5,4,5,4,5,5
743,3,0,1,2,2,3,1,4,2,2,3,4,1,1,5,1,2,2,1,3,1,5,5,5,2,5,5,5,5,5
744,3,0,1,2,1,2,0,3,2,4,3,2,1,1,5,1,2,1,3,1,5,5,5,5,5,4,5,4,5,5
745,3,0,1,2,1,2,0,3,3,4,3,2,1,1,4,3,1,1,2,1,1,5,5,5,5,5,3,5,4,5
746,3,1,0,1,3,1,2,4,3,4,3,3,1,1,2,1,1,5,1,3,1,1,3,5,1,5,3,5,4,3
747,3,0,1,2,2,1,0,3,2,3,3,4,1,1,1,1,3,1,1,4,3,5,5,5,3,5,2,4,5,5
748,3,1,0,1,4,1,1,3,3,5,2,4,1,1,5,1,2,1,3,3,1,4,5,3,4,4,5,3,5,5
749,4,0,1,2,2,3,2,4,2,4,3,4,1,1,1,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5
750,2,0,1,3,2,2,2,4,2,4,4,3,1,1,1,5,2,1,1,1,2,5,5,5,5,4,4,4,5,5
751,4,0,0,2,3,1,0,5,2,3,4,3,0,2,3,2,3,2,3,3,2,3,4,3,4,3,4,3,5,4
752,5,1,1,2,1,1,0,5,3,4,3,4,0,4,2,2,1,2,1,2,1,4,5,4,4,3,4,5,4,4
753,3,0,0,2,2,1,0,1,5,5,3,2,0,4,3,2,1,2,3,3,2,5,4,3,4,5,4,5,4,5
754,3,0,0,2,4,1,0,1,4,5,3,2,0,4,3,2,3,2,3,2,3,4,3,4,5,4,3,4,4,3
755,3,0,0,2,2,1,0,1,3,3,4,3,0,4,3,2,3,2,3,3,2,3,4,4,4,5,4,3,4,4
756,3,0,0,2,3,1,0,1,4,5,3,2,0,4,3,2,1,3,2,3,1,4,3,3,5,4,3,5,4,3
757,4,1,1,2,3,1,0,5,3,4,2,1,0,4,3,2,3,2,1,3,2,5,3,4,3,5,4,3,5,4
758,2,1,0,2,3,3,0,1,4,4,2,1,0,2,3,2,1,2,3,3,2,4,3,4,3,4,5,4,3,4
759,4,0,1,2,3,1,1,1,4,5,3,2,0,1,3,2,3,1,2,3,2,5,4,3,4,5,4,5,4,4
760,4,0,1,3,3,5,0,5,3,3,4,1,0,2,3,2,3,2,3,3,2,5,4,3,4,3,4,3,4,5
761,5,0,1,3,2,2,0,5,3,5,2,1,0,4,3,2,1,2,3,2,1,4,3,4,5,4,3,4,5,4
762,4,0,0,2,4,1,0,5,3,5,3,3,0,1,3,2,3,2,2,3,2,3,4,3,4,4,3,4,3,4
763,1,0,0,2,4,1,0,5,5,5,3,4,0,3,3,2,3,2,2,2,3,4,5,3,4,3,4,3,4,4
764,3,0,1,2,4,5,1,5,3,3,3,3,0,2,3,2,3,2,2,3,2,4,4,4,5,4,5,4,5,4
765,3,0,1,2,5,1,0,5,3,4,4,4,0,3,3,2,3,2,3,2,3,4,3,3,4,3,4,4,4,4
766,3,1,0,2,4,2,1,5,4,5,3,3,0,3,3,2,3,2,1,3,2,5,4,3,4,5,4,3,4,5
767,3,0,1,2,3,1,1,5,3,5,3,4,0,1,3,2,1,3,2,3,2,5,3,3,4,5,3,4,5,4
768,3,0,0,2,5,5,1,5,3,4,3,4,0,4,3,2,2,3,2,3,2,4,5,4,5,4,5,4,5,4
769,4,0,0,2,1,1,0,5,4,5,2,2,0,3,3,2,1,2,3,2,1,4,3,5,4,3,4,5,4,3
770,2,0,1,3,1,2,0,1,4,5,3,1,0,4,3,2,1,2,3,2,1,4,3,5,4,3,4,5,4,3
771,5,1,0,2,1,1,0,5,3,4,4,4,0,4,3,2,3,2,1,3,2,4,3,4,5,4,5,4,3,4
772,4,0,1,3,2,1,0,5,4,5,1,2,0,1,3,2,1,2,3,2,1,4,3,4,5,4,3,4,5,4
773,4,0,1,3,4,5,0,5,4,3,2,2,0,4,3,2,1,2,1,1,2,4,3,4,4,3,4,3,4,4
774,3,0,0,2,2,1,0,1,4,3,4,5,0,2,3,2,1,2,3,2,1,4,3,4,3,5,4,3,4,5
775,3,0,0,2,3,2,0,1,5,5,3,3,0,4,3,2,1,2,3,2,1,3,5,4,5,3,5,4,3,5
776,2,0,0,2,4,2,0,2,5,3,5,2,0,4,3,2,1,2,3,3,2,5,3,4,3,5,4,5,4,3
777,2,0,0,2,4,1,0,1,4,5,2,1,0,2,2,1,2,1,2,2,3,4,5,4,4,5,3,4,5,4
778,4,0,0,2,1,1,0,5,2,5,3,1,0,4,3,2,3,2,1,3,2,5,4,3,4,3,5,4,3,4
779,3,0,1,2,2,1,0,5,3,4,4,5,0,2,3,2,3,2,3,3,2,5,4,4,5,4,5,4,3,4
780,3,0,0,2,2,1,0,5,4,5,3,3,0,4,3,2,3,2,1,3,2,5,4,4,4,3,4,4,3,4
781,4,0,0,2,4,2,1,5,4,3,5,2,1,4,3,2,1,2,1,3,2,3,5,3,4,5,3,5,3,5
782,3,0,1,3,3,2,1,5,3,5,2,4,0,4,3,2,3,2,1,2,2,5,4,4,5,4,5,4,5,4
783,4,0,0,2,3,1,1,1,4,3,4,2,0,2,3,2,3,2,2,2,1,4,5,3,4,5,3,5,4,4
784,3,0,0,2,1,1,0,5,3,4,4,4,0,1,3,2,3,2,2,2,3,4,5,4,5,4,5,4,4,5
785,3,0,0,2,1,1,0,5,3,4,2,3,0,2,3,2,1,2,3,3,2,5,4,4,3,4,4,3,4,3
786,3,1,1,2,1,1,0,5,3,4,3,4,0,4,3,2,2,3,2,2,1,4,3,4,5,4,5,4,5,4
787,3,0,0,2,2,1,0,5,4,3,4,3,0,3,3,2,3,2,1,3,2,5,4,3,4,5,4,3,4,5
788,3,0,0,2,3,1,0,5,4,4,3,3,0,3,3,2,2,3,2,2,1,4,4,3,4,3,4,4,3,4
789,4,0,0,2,2,1,0,5,3,4,4,3,0,4,2,1,2,3,2,3,2,5,4,3,4,5,3,4,5,4
790,3,0,1,2,1,1,0,5,3,4,4,3,0,3,3,2,3,2,1,2,3,4,3,4,5,4,5,4,5,4
791,2,0,1,2,2,1,0,5,4,4,4,4,0,3,3,2,3,2,2,2,2,5,5,4,4,3,4,4,3,4
792,3,0,1,3,2,1,0,5,3,4,3,3,0,2,3,2,3,2,2,3,2,5,4,4,5,4,5,4,5,4
793,2,0,0,2,4,2,0,1,5,5,2,5,0,4,3,2,1,2,3,3,2,5,4,3,4,3,5,4,3,5
794,4,0,0,2,5,1,0,5,4,5,3,5,0,2,3,2,3,1,2,3,1,4,3,4,5,4,3,4,5,3
795,2,0,0,2,4,2,1,1,3,5,3,4,0,4,3,2,1,2,3,2,1,3,4,4,5,4,3,5,4,3
796,2,0,0,2,4,1,0,1,5,5,2,3,0,4,3,2,3,1,2,2,3,5,4,3,4,5,3,5,4,3
797,3,0,1,3,1,1,0,1,4,5,3,1,0,1,3,2,2,1,2,3,2,4,5,4,5,4,5,4,5,4
798,3,0,1,3,2,1,0,5,3,3,4,3,0,3,3,2,3,2,3,3,2,3,4,3,4,3,4,5,4,3
799,3,0,0,2,2,1,0,5,2,4,2,5,0,4,3,2,1,2,3,2,3,4,5,3,4,5,4,3,4,5
800,3,0,0,2,3,1,0,5,3,4,2,4,0,4,3,2,1,2,3,2,1,4,5,4,5,4,3,4,5,4
801,4,0,0,2,4,2,0,3,3,4,3,5,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,3,4
802,2,0,1,2,4,2,0,3,2,4,3,4,1,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
803,3,0,0,1,2,2,0,3,3,4,2,5,0,1,2,1,2,1,2,2,2,5,4,4,5,4,4,5,4,4
804,3,0,1,3,4,2,0,4,3,3,3,4,0,1,2,1,2,1,2,2,1,4,4,4,5,4,5,4,5,3
805,3,0,1,3,4,2,0,3,3,3,3,5,0,1,2,1,2,1,2,2,1,3,4,4,3,4,4,5,4,5
806,3,0,0,2,2,2,0,3,3,3,3,4,0,1,2,1,2,2,2,1,2,5,4,4,5,4,5,3,4,4
807,3,0,1,2,4,2,0,4,2,3,3,4,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,3,4,4
808,3,0,1,2,2,2,0,3,2,4,3,5,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
809,3,0,0,2,4,2,0,3,1,4,3,5,0,1,2,1,2,1,2,1,2,4,5,4,5,4,5,4,5,4
810,4,0,0,2,2,2,0,3,3,3,3,5,0,1,2,1,2,1,2,1,2,5,4,3,4,5,4,3,4,4
811,4,0,1,2,4,2,0,3,3,4,3,5,0,1,2,1,2,1,2,2,1,4,5,5,4,4,5,5,4,4
812,3,0,0,2,4,2,0,2,3,4,3,4,0,1,2,1,2,1,2,2,1,4,4,5,4,5,4,5,3,4
813,2,0,0,2,2,2,0,3,1,4,3,4,0,1,2,1,2,2,3,3,2,4,3,5,5,4,4,3,4,4
814,3,0,1,2,2,2,0,5,2,3,3,4,0,1,3,2,2,2,2,2,2,5,4,4,5,4,5,4,5,4
815,3,0,1,2,4,2,0,3,3,4,3,5,0,1,5,1,2,2,1,2,2,3,4,4,4,4,4,3,4,4
816,3,0,1,2,4,2,0,2,2,4,2,5,0,1,2,2,2,1,2,2,3,4,4,4,5,4,5,4,3,4
817,3,0,1,2,2,2,0,3,3,3,2,5,0,1,2,1,2,1,2,1,2,5,4,4,5,4,5,4,5,4
818,3,0,1,2,4,2,1,3,3,4,3,4,0,1,2,2,1,1,1,1,1,4,5,4,5,4,5,4,5,4
819,2,0,0,2,4,2,1,3,3,4,2,4,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
820,3,0,1,2,2,2,0,3,3,4,3,5,1,1,2,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
821,3,0,1,2,1,2,0,3,3,4,3,5,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
822,2,0,0,2,4,2,0,3,3,3,2,5,0,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,3,4
823,2,0,1,2,4,2,1,2,3,4,3,4,1,1,2,2,3,2,1,2,1,4,5,4,5,5,4,4,4,4
824,4,0,1,2,4,2,1,3,3,4,3,4,1,1,2,2,1,2,1,2,1,5,4,5,4,5,4,5,4,5
825,1,0,1,2,1,2,0,3,4,4,2,4,0,1,2,2,1,2,1,2,1,4,5,4,5,4,4,5,5,4
826,3,0,1,2,4,2,0,3,3,4,3,5,0,1,1,1,2,1,2,1,2,5,4,5,4,5,4,3,4,3
827,3,0,1,2,2,2,1,4,1,3,3,5,1,1,2,2,1,2,1,2,1,5,5,4,4,3,4,5,4,4
828,2,0,1,2,4,2,1,3,3,4,3,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
829,2,0,1,2,2,2,1,3,2,4,2,4,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
830,3,0,1,2,2,1,0,3,3,4,2,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
831,3,0,1,2,4,2,0,3,3,4,3,5,0,1,2,1,2,1,2,2,2,5,4,4,5,4,5,4,3,3
832,3,0,1,2,2,2,0,4,3,4,3,5,0,1,3,2,3,1,1,2,1,4,5,4,5,4,5,4,5,4
833,1,0,1,2,4,2,0,3,4,4,3,5,1,1,2,2,2,1,1,2,1,5,4,4,4,4,3,3,4,4
834,3,0,0,2,2,2,0,3,3,4,2,5,0,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,5,4
835,3,0,0,3,2,1,0,3,3,5,3,4,1,1,2,2,2,1,2,1,1,4,5,4,5,4,5,5,5,5
836,3,0,0,3,4,2,0,3,3,4,3,5,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,4
837,4,1,0,3,5,2,0,3,2,4,3,4,1,1,2,2,1,2,1,2,1,4,5,4,5,4,5,4,4,5
838,3,1,0,3,2,2,0,2,2,4,2,4,0,1,2,2,1,2,2,2,1,4,5,4,5,4,5,4,5,4
839,2,0,1,3,2,2,1,3,3,4,2,4,1,1,2,1,2,1,2,1,2,5,4,5,4,5,4,5,4,5
840,3,0,1,3,2,2,0,3,2,3,3,4,0,1,2,1,2,1,2,1,2,4,4,5,4,5,4,4,4,4
841,3,0,0,3,2,2,0,4,3,3,3,5,0,1,2,2,1,2,1,1,2,5,4,5,4,5,4,5,4,4
842,2,0,0,3,2,2,1,3,2,3,3,5,0,1,3,1,3,1,3,2,1,4,5,4,5,4,5,4,5,4
843,3,0,0,3,4,2,0,3,2,3,3,5,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,3
844,2,0,0,3,2,2,0,3,3,4,4,5,0,1,2,1,2,1,3,2,3,4,3,5,4,5,4,5,4,5
845,3,0,1,3,4,2,0,4,2,3,3,4,0,1,2,1,2,1,2,2,1,4,5,4,5,4,5,4,5,4
846,3,0,1,3,2,2,0,4,3,4,3,4,0,1,1,2,1,2,1,2,1,4,4,4,5,4,5,4,5,4
847,3,0,1,3,4,2,0,3,3,4,2,4,1,1,2,1,2,1,1,2,1,4,5,4,5,4,5,4,5,4
848,3,0,0,3,2,2,0,4,2,4,3,4,0,1,2,1,2,1,2,1,2,5,4,4,5,4,5,4,5,4
849,2,0,1,3,4,2,1,3,3,4,3,4,1,1,3,2,1,1,1,2,1,5,4,3,5,4,5,3,5,5
850,4,0,1,3,2,2,0,3,3,4,4,3,1,1,3,1,2,1,2,3,1,4,5,3,5,4,5,5,5,3
851,3,0,0,2,3,1,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,5,5,5,5,4,5,4
852,3,0,1,2,2,2,2,4,3,5,3,2,1,1,3,2,1,3,2,2,1,4,5,5,5,5,5,5,5,5
853,3,0,1,2,2,2,1,4,3,4,3,2,1,1,3,2,2,2,1,2,1,4,5,4,5,4,5,4,5,4
854,2,0,0,2,3,2,0,5,2,4,3,2,0,1,2,1,2,1,2,1,2,5,4,1,1,1,3,3,1,3
855,3,0,1,2,2,2,0,4,2,3,3,2,1,1,3,2,1,2,3,2,1,4,5,5,5,5,5,4,5,4
856,3,0,1,2,2,2,1,4,2,3,3,2,1,1,2,3,2,1,3,2,3,4,5,4,5,5,5,5,4,5
857,4,1,1,2,3,2,0,5,1,2,1,4,0,1,4,2,4,2,2,2,2,2,5,5,5,5,4,2,5,5
858,3,0,0,2,2,2,1,5,2,4,3,2,1,1,3,2,2,1,2,2,1,4,4,4,5,4,5,4,5,4
859,3,0,1,2,3,2,2,3,3,4,3,2,1,1,3,2,3,2,3,2,2,5,4,4,5,4,5,4,5,4
860,2,0,1,2,2,2,2,3,3,4,4,2,1,1,3,2,1,3,2,1,2,5,4,5,5,5,5,5,4,5
861,2,0,1,2,2,2,1,5,2,4,3,2,1,1,3,2,1,3,2,2,1,4,5,4,5,4,5,4,5,4
862,3,0,1,2,1,2,1,4,2,3,3,2,1,3,2,1,2,1,2,2,1,4,5,5,5,5,5,4,5,5
863,3,0,1,2,2,2,0,3,4,4,4,2,1,4,2,1,2,1,2,2,1,4,5,5,5,5,5,4,5,4
864,3,0,1,2,2,2,2,4,2,5,3,2,1,1,2,1,2,1,2,2,1,4,5,5,5,5,5,5,5,4
